Epoch,Train_Loss,Train_Accuracy
1,2.130254778366089,0.2253
2,1.9309359033966065,0.30416
3,1.8612840857696533,0.34272
4,1.8056178522491455,0.37632
5,1.7697800078582764,0.39834
6,1.734400909461975,0.42188
7,1.715615131034851,0.43874
8,1.6958832332992553,0.45224
9,1.6764313110351563,0.4691
10,1.6714360550689698,0.47952
11,1.6663260465621947,0.48622
12,1.6612794215393067,0.49094
13,1.6621325790786743,0.50082
14,1.6580047536849976,0.50378
15,1.658120523262024,0.50706
16,1.6569644630813598,0.5148
17,1.6610033051681519,0.51518
18,1.6570416287612915,0.52212
19,1.661634469985962,0.5245
20,1.6646310819625854,0.52424
21,1.67012167137146,0.5266
22,1.6727697427749635,0.53396
23,1.6773948748016358,0.53532
24,1.6817509090042115,0.5344
25,1.6856737379074096,0.53978
26,1.6914139646911621,0.53902
27,1.6948586597061157,0.53882
28,1.7044990031433105,0.54132
29,1.7074386786651612,0.54382
30,1.7099744734573363,0.54564
31,1.7109345418548585,0.54774
32,1.7187172931671142,0.54836
33,1.724823164024353,0.54926
34,1.7295117704772949,0.55232
35,1.734473526954651,0.55146
36,1.7423510555267334,0.5537
37,1.7498053885269165,0.5507
38,1.752353207397461,0.55436
39,1.758391199874878,0.55712
40,1.763833624420166,0.55666
41,1.7734162510681153,0.55688
42,1.7798901222229004,0.556
43,1.781782804107666,0.55944
44,1.791034380722046,0.55786
45,1.7964307418441772,0.56374
46,1.7996080096054077,0.56376
47,1.8052681383132934,0.5651
48,1.8157215995407106,0.56342
49,1.815676011352539,0.56688
50,1.8241975552749634,0.56432
51,1.8279197077560425,0.56462
52,1.8341820796966553,0.56812
53,1.838665196876526,0.56888
54,1.8493060945129394,0.56682
55,1.8534609210205077,0.56858
56,1.8578154597473144,0.5659
57,1.8639763603210449,0.56792
58,1.8718988327026367,0.5673
59,1.8787713053131103,0.56668
60,1.8829647169876098,0.56752
61,1.8877922094345092,0.56738
62,1.892581290397644,0.56968
63,1.8968449138259889,0.57026
64,1.9045651473236085,0.57074
65,1.911182714805603,0.57224
66,1.9164541563415527,0.57236
67,1.9230343294143677,0.57322
68,1.9281154651260377,0.57262
69,1.9322633136367797,0.57038
70,1.9380372464752198,0.5748
71,1.940964390602112,0.57448
72,1.9500134157180786,0.57392
73,1.9546166480255127,0.57528
74,1.9624498382568358,0.57006
75,1.9675149133300782,0.5726
76,1.97348572265625,0.56978
77,1.978232134590149,0.57514
78,1.9826348312759399,0.57298
79,1.9885118058776856,0.57156
80,1.9946170565795898,0.57146
81,1.9979446174621582,0.576
82,2.003692844467163,0.57332
83,2.0080323844909667,0.57576
84,2.013821642303467,0.57646
85,2.018791013412476,0.57474
86,2.0219665985870363,0.57778
87,2.027305458679199,0.57872
88,2.0332963860321045,0.57816
89,2.0394602770996095,0.57528
90,2.0420173171234133,0.57696
91,2.0476290334320066,0.57804
92,2.0533607917785646,0.57684
93,2.0564947020721434,0.57812
94,2.0626784847259523,0.57566
95,2.067230133895874,0.57514
96,2.071512598800659,0.57756
97,2.076837866363525,0.57632
98,2.0802341244506835,0.5767
99,2.0852104399108886,0.57738
100,2.0906550366973877,0.57706
101,2.050321014480591,0.64314
102,2.0398606956481933,0.6667
103,2.0393089835357667,0.67598
104,2.0403154638671874,0.68522
105,2.04304877784729,0.6929
106,2.0407041116333007,0.70112
107,2.042926596069336,0.70858
108,2.0479646828460694,0.7096
109,2.0533669358062743,0.70966
110,2.0583740635681154,0.71142
