Epoch,Train_Loss,Train_Accuracy
1,5.079287791748047,0.02462
2,4.746959217987061,0.0562
3,4.5588937886047365,0.07901
4,4.429252615814209,0.09837
5,4.329365207672119,0.11418
6,4.26212651763916,0.12684
7,4.213866482543946,0.13602
8,4.167839194335937,0.14479
9,4.1350945140075686,0.15301
10,4.1065974256896975,0.15939
11,4.082625876464844,0.16436
12,4.07180133895874,0.16935
13,4.05964518043518,0.17584
14,4.047008301239013,0.18093
15,4.041053866119385,0.18342
16,4.039730086212158,0.18723
17,4.034709721679688,0.19042
18,4.0355487701416015,0.19307
19,4.035438701629639,0.19674
20,4.035462367095947,0.1971
21,4.041608314666748,0.19863
22,4.045282437744141,0.20357
23,4.04686357421875,0.20368
24,4.0546002792358395,0.20355
25,4.061052649688721,0.20631
26,4.069203115386963,0.20907
27,4.075499926910401,0.2066
28,4.081828347015381,0.20912
29,4.090618094329834,0.21062
30,4.101079533538818,0.21212
31,4.108753942871094,0.21248
32,4.116299813079834,0.21481
33,4.125197967224121,0.21379
34,4.135627283325196,0.21567
35,4.1431425550842285,0.21621
36,4.153315446014404,0.21893
37,4.166121748809815,0.21858
38,4.17691356414795,0.21912
39,4.185442638702392,0.2198
40,4.196856253356934,0.21978
41,4.20453690536499,0.22358
42,4.2179483200073244,0.22266
43,4.230286655273438,0.22072
44,4.2385886328125,0.22389
45,4.251987546386719,0.22294
46,4.259946768798828,0.22455
47,4.269912903900146,0.22453
48,4.283348557281494,0.22411
49,4.290847568817139,0.22634
50,4.3042230340576175,0.22568
51,4.315094530639649,0.22536
52,4.329070954284668,0.22685
53,4.337164138336182,0.22743
54,4.347074420928955,0.22741
55,4.357285055084229,0.22814
56,4.368676607818603,0.22819
57,4.379969578552246,0.22783
58,4.391054039764405,0.22879
59,4.402219844207764,0.2283
60,4.414754022064209,0.22746
61,4.425697145385742,0.22876
62,4.433189341430664,0.23133
63,4.446381959533691,0.23055
64,4.454875035705566,0.23002
65,4.468561884155274,0.23091
66,4.480302796020508,0.22877
67,4.4896894772338864,0.23119
68,4.500791609954834,0.23131
69,4.510127346191406,0.23238
70,4.519951065673828,0.23285
71,4.528853568572998,0.23353
72,4.543957199554443,0.23292
73,4.55170950302124,0.23295
74,4.5628197790527345,0.23304
75,4.572036485595703,0.23509
76,4.582908332061767,0.23286
77,4.5939753454589844,0.23379
78,4.603387474517822,0.23295
79,4.613310903778076,0.23375
80,4.623852348327636,0.23402
81,4.634089829864502,0.23464
82,4.646643022155762,0.2338
83,4.654801091156006,0.23423
84,4.665431976623535,0.23516
85,4.673849865264892,0.23343
86,4.686626590118408,0.23393
87,4.69307062789917,0.23663
88,4.702736324615478,0.2354
89,4.714030423736572,0.23513
90,4.723119542541504,0.23611
91,4.731368586730957,0.2367
92,4.742970537109375,0.23536
93,4.751891314544678,0.23606
94,4.761686720123291,0.2353
95,4.771368682556153,0.2362
96,4.781132380218506,0.235
97,4.789786382751465,0.2361
98,4.79881250579834,0.23575
99,4.808647206878662,0.23652
100,4.817242676391602,0.23703
101,4.682034373168945,0.32127
102,4.6478552830505375,0.35108
103,4.640590079498291,0.36176
104,4.639180089874268,0.37177
105,4.641205749816894,0.38057
106,4.613657082977295,0.40857
107,4.618536795043945,0.415
108,4.629414383544922,0.41954
109,4.64056438446045,0.42005
110,4.6519843409729,0.42178
