Epoch,Train_Loss,Train_Accuracy
1,4.294856870727539,0.05426
2,3.9335016401672362,0.10262
3,3.782896803665161,0.12922
4,3.6463890073394776,0.1587
5,3.5425047901153564,0.17956
6,3.464706018371582,0.1993
7,3.3961737535095216,0.21672
8,3.343647749938965,0.23238
9,3.3160939585113525,0.24136
10,3.2948679176330566,0.25068
11,3.28136630859375,0.25748
12,3.2726864952087404,0.26352
13,3.265160188598633,0.27014
14,3.2630780337524414,0.27478
15,3.2625509788513183,0.28004
16,3.2615558014678956,0.28618
17,3.2661838314056397,0.29182
18,3.2665572901153563,0.29406
19,3.275847275390625,0.2976
20,3.2821470291137693,0.30328
21,3.289259952468872,0.30586
22,3.294602045593262,0.3098
23,3.308283205718994,0.30808
24,3.321830323791504,0.31184
25,3.328835212402344,0.3163
26,3.342453373641968,0.31804
27,3.3535249258422852,0.32172
28,3.3687060929107666,0.32402
29,3.3815353677368165,0.32322
30,3.3919169229125976,0.32556
31,3.40650323677063,0.32874
32,3.417736234970093,0.33058
33,3.436566163330078,0.33074
34,3.448602623901367,0.33124
35,3.4633334496307375,0.33414
36,3.478361061706543,0.33256
37,3.4969288331604003,0.3346
38,3.5095970069122315,0.33582
39,3.5237139345550537,0.34176
40,3.542764758682251,0.33802
41,3.555251471557617,0.34012
42,3.566920359573364,0.34084
43,3.582965073623657,0.34298
44,3.5975027493286134,0.34234
45,3.6145990701293944,0.34316
46,3.6279644025421143,0.34626
47,3.6453164900207518,0.34532
48,3.6603133280944826,0.34684
49,3.6740744647979735,0.348
50,3.6896884454345704,0.34782
51,3.705381762390137,0.35174
52,3.724533177490234,0.34796
53,3.7378636073303224,0.34902
54,3.749262353210449,0.35228
55,3.7675716007995605,0.35112
56,3.779386315536499,0.35514
57,3.7953260864257814,0.35286
58,3.810455026779175,0.35396
59,3.824564155578613,0.35466
60,3.8393326624298094,0.35512
61,3.856275386428833,0.35452
62,3.870562596130371,0.35646
63,3.883425241394043,0.35778
64,3.897410482635498,0.35784
65,3.9133816366577148,0.3577
66,3.9274276515197752,0.35876
67,3.938570143966675,0.36138
68,3.9553509844970702,0.35964
69,3.967728081817627,0.363
70,3.982323606414795,0.36052
71,3.998563204803467,0.36196
72,4.01031068649292,0.362
73,4.0233865246582035,0.3631
74,4.035926149749756,0.36502
75,4.052190763244629,0.36286
76,4.064103424987793,0.36502
77,4.076044670104981,0.36476
78,4.091690994567871,0.36578
79,4.103758754577637,0.36302
80,4.1182777310180665,0.36502
81,4.130799359436035,0.36556
82,4.141879413909912,0.36728
83,4.155193804626465,0.3659
84,4.167015316467285,0.3684
85,4.179599210357666,0.37032
86,4.193324669952393,0.36642
87,4.2039525044250485,0.36998
88,4.216346786041259,0.369
89,4.228074525146484,0.37284
90,4.2413136024475095,0.3701
91,4.252715739593506,0.36986
92,4.264889018859863,0.3717
93,4.274144208679199,0.3744
94,4.285657401733398,0.37542
95,4.297147807617187,0.37574
96,4.3079058763122555,0.37472
97,4.3201165252685545,0.37122
98,4.330342474365234,0.37352
99,4.340125748901367,0.37672
100,4.351360658721924,0.37558
101,4.304382660522461,0.4643
102,4.29468247253418,0.4996
103,4.298243620300293,0.5176
104,4.304915620269775,0.53052
105,4.312833411254883,0.54206
106,4.314971841583252,0.56612
107,4.327415307312012,0.56892
108,4.3392699328613284,0.57392
109,4.3522058857727055,0.57338
110,4.364450731964111,0.57716
